2.518891999999999825e+03 2.811032799999999827e-26
2.538070999999999913e+03 2.714721799999999955e-26
2.557545000000000073e+03 2.621008799999999932e-26
2.577320000000000164e+03 2.529841500000000115e-26
2.597402999999999793e+03 2.441180800000000008e-26
2.617800999999999931e+03 2.356423699999999967e-26
2.638521999999999935e+03 2.274180099999999875e-26
2.659574000000000069e+03 2.194190099999999899e-26
2.680965000000000146e+03 2.116400099999999952e-26
2.702702999999999975e+03 2.041089899999999958e-26
2.724795999999999822e+03 1.970059600000000071e-26
2.747253000000000156e+03 1.900958499999999876e-26
2.770083000000000084e+03 1.833733399999999884e-26
2.793295999999999822e+03 1.768349599999999891e-26
2.816900999999999840e+03 1.702386299999999957e-26
2.840909000000000106e+03 1.637437500000000070e-26
2.865329999999999927e+03 1.574447900000000130e-26
2.890172999999999774e+03 1.513362900000000127e-26
2.915452000000000226e+03 1.456712900000000046e-26
2.941177000000000135e+03 1.403304699999999904e-26
2.967358999999999924e+03 1.351415199999999884e-26
2.994012000000000171e+03 1.300998800000000140e-26
3.021148000000000138e+03 1.253916100000000004e-26
3.048780999999999949e+03 1.208648999999999967e-26
3.076922999999999774e+03 1.164616899999999943e-26
3.105590000000000146e+03 1.121932699999999980e-26
3.134795999999999822e+03 1.080950600000000027e-26
3.164556999999999789e+03 1.041095099999999975e-26
3.194887999999999920e+03 1.002352400000000064e-26
3.225806000000000040e+03 9.646065600000000429e-27
3.257329000000000178e+03 9.279193600000000374e-27
3.289474000000000160e+03 8.922942799999999895e-27
3.322259000000000015e+03 8.576639799999999823e-27
3.355704999999999927e+03 8.240374799999999643e-27
3.389831000000000131e+03 7.914060599999999350e-27
3.424657000000000153e+03 7.596129600000000406e-27
3.460208000000000084e+03 7.287289000000000620e-27
3.496503000000000156e+03 6.987997200000000062e-27
3.533568999999999960e+03 6.699878900000000673e-27
3.571427999999999884e+03 6.420932600000000079e-27
3.610108000000000175e+03 6.151249200000000324e-27
3.649635000000000218e+03 5.891443599999999950e-27
3.690036999999999807e+03 5.639910200000000069e-27
3.731342999999999847e+03 5.393002099999999663e-27
3.773585000000000036e+03 5.153213100000000183e-27
3.816793999999999869e+03 4.923220400000000095e-27
3.861003999999999905e+03 4.703616999999999730e-27
3.906250000000000000e+03 4.490809899999999827e-27
3.952568999999999960e+03 4.281684699999999660e-27
4.000000000000000000e+03 4.079985900000000218e-27
4.048583000000000084e+03 3.885518199999999755e-27
4.098360999999999876e+03 3.698126000000000214e-27
4.149377000000000407e+03 3.517608200000000183e-27
4.201680999999999585e+03 3.343786899999999780e-27
4.255319000000000415e+03 3.176531400000000078e-27
4.310345000000000255e+03 3.015654399999999856e-27
4.366811999999999898e+03 2.860989499999999989e-27
4.424779000000000451e+03 2.712362300000000107e-27
4.484305000000000291e+03 2.569627299999999950e-27
4.545454999999999927e+03 2.432629600000000074e-27
4.608295000000000073e+03 2.301196599999999867e-27
4.672896999999999935e+03 2.175192700000000081e-27
4.739336000000000240e+03 2.054445100000000094e-27
4.807692000000000007e+03 1.938807699999999963e-27
4.878048999999999978e+03 1.828152799999999884e-27
4.950494999999999891e+03 1.722315000000000081e-27
5.025125000000000000e+03 1.621158699999999869e-27
5.102041000000000167e+03 1.524536799999999959e-27
5.181346999999999753e+03 1.432320499999999937e-27
5.263158000000000357e+03 1.344364899999999941e-27
5.347594000000000051e+03 1.260536499999999962e-27
5.434783000000000357e+03 1.180710800000000050e-27
5.524862000000000080e+03 1.104746200000000022e-27
5.617978000000000065e+03 1.032525400000000042e-27
5.714286000000000058e+03 9.639120499999999130e-28
5.813953999999999724e+03 8.987917299999999896e-28
5.917159999999999854e+03 8.370408400000000197e-28
6.024095999999999549e+03 7.785369100000000053e-28
6.134969000000000051e+03 7.231686399999999670e-28
6.250000000000000000e+03 6.708152700000000195e-28
6.369426999999999680e+03 6.213699000000000247e-28
6.493506000000000313e+03 5.747179099999999640e-28
6.622516999999999825e+03 5.307543700000000085e-28
6.756756999999999607e+03 4.893709000000000124e-28
6.896551999999999680e+03 4.504637000000000420e-28
7.042252999999999702e+03 4.139329499999999775e-28
7.194244999999999891e+03 3.796787400000000069e-28
7.352940999999999804e+03 3.476036099999999866e-28
7.518796999999999571e+03 3.176112699999999843e-28
7.692307999999999993e+03 2.896108699999999780e-28
7.874015999999999622e+03 2.635101399999999866e-28
8.064515999999999622e+03 2.392210799999999964e-28
8.264462999999999738e+03 2.166564299999999975e-28
8.474575999999999112e+03 1.957330300000000038e-28
8.695652000000000044e+03 1.763688199999999894e-28
8.928570999999999913e+03 1.584826300000000094e-28
9.174311999999999898e+03 1.419981599999999915e-28
9.433961999999999534e+03 1.268388800000000052e-28
9.708737999999999374e+03 1.129308499999999990e-28
