   9708.738      1.1293085E-28
   9433.962      1.2683888E-28
   9174.312      1.4199816E-28
   8928.571      1.5848263E-28
   8695.652      1.7636882E-28
   8474.576      1.9573303E-28
   8264.463      2.1665643E-28
   8064.516      2.3922108E-28
   7874.016      2.6351014E-28
   7692.308      2.8961087E-28
   7518.797      3.1761127E-28
   7352.941      3.4760361E-28
   7194.245      3.7967874E-28
   7042.253      4.1393295E-28
   6896.552      4.5046370E-28
   6756.757      4.8937090E-28
   6622.517      5.3075437E-28
   6493.506      5.7471791E-28
   6369.427      6.2136990E-28
   6250.000      6.7081527E-28
   6134.969      7.2316864E-28
   6024.096      7.7853691E-28
   5917.160      8.3704084E-28
   5813.954      8.9879173E-28
   5714.286      9.6391205E-28
   5617.978      1.0325254E-27
   5524.862      1.1047462E-27
   5434.783      1.1807108E-27
   5347.594      1.2605365E-27
   5263.158      1.3443649E-27
   5181.347      1.4323205E-27
   5102.041      1.5245368E-27
   5025.125      1.6211587E-27
   4950.495      1.7223150E-27
   4878.049      1.8281528E-27
   4807.692      1.9388077E-27
   4739.336      2.0544451E-27
   4672.897      2.1751927E-27
   4608.295      2.3011966E-27
   4545.455      2.4326296E-27
   4484.305      2.5696273E-27
   4424.779      2.7123623E-27
   4366.812      2.8609895E-27
   4310.345      3.0156544E-27
   4255.319      3.1765314E-27
   4201.681      3.3437869E-27
   4149.377      3.5176082E-27
   4098.361      3.6981260E-27
   4048.583      3.8855182E-27
   4000.000      4.0799859E-27
   3952.569      4.2816847E-27
   3906.250      4.4908099E-27
   3861.004      4.7036170E-27
   3816.794      4.9232204E-27
   3773.585      5.1532131E-27
   3731.343      5.3930021E-27
   3690.037      5.6399102E-27
   3649.635      5.8914436E-27
   3610.108      6.1512492E-27
   3571.428      6.4209326E-27
   3533.569      6.6998789E-27
   3496.503      6.9879972E-27
   3460.208      7.2872890E-27
   3424.657      7.5961296E-27
   3389.831      7.9140606E-27
   3355.705      8.2403748E-27
   3322.259      8.5766398E-27
   3289.474      8.9229428E-27
   3257.329      9.2791936E-27
   3225.806      9.6460656E-27
   3194.888      1.0023524E-26
   3164.557      1.0410951E-26
   3134.796      1.0809506E-26
   3105.590      1.1219327E-26
   3076.923      1.1646169E-26
   3048.781      1.2086490E-26
   3021.148      1.2539161E-26
   2994.012      1.3009988E-26
   2967.359      1.3514152E-26
   2941.177      1.4033047E-26
   2915.452      1.4567129E-26
   2890.173      1.5133629E-26
   2865.330      1.5744479E-26
   2840.909      1.6374375E-26
   2816.901      1.7023863E-26
   2793.296      1.7683496E-26
   2770.083      1.8337334E-26
   2747.253      1.9009585E-26
   2724.796      1.9700596E-26
   2702.703      2.0410899E-26
   2680.965      2.1164001E-26
   2659.574      2.1941901E-26
   2638.522      2.2741801E-26
   2617.801      2.3564237E-26
   2597.403      2.4411808E-26
   2577.320      2.5298415E-26
   2557.545      2.6210088E-26
   2538.071      2.7147218E-26
   2518.892      2.8110328E-26
   2500.000      2.9100062E-26
